maand
9
11
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
3
3
3
3
3
4
4
4
4
4
4
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
5
5
4
4
5
4
5
5
5
4
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
4
6
4
6
6
3
6
6
4
6
6
9
6
6
6
6
6
6
6
3
6
4
6
6
6
6
6
5
6
7
6
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
3
7
7
7
7
7
7
7
7
7
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
9
9
12
12
12
9
9
8
9
9
9
9
9
9
9
9
9
9
10
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
10
9
10
9
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
6
10
10
10
4
11
11
10
5
11
11
11
11
11
11
11
11
11
11
11
11
5
11
11
11
11
11
11
3
11
11
12
12
12
12
12
12
12
12
12
12
12
1
1
1
1
1
1
1
1
1
1
1
1
1
10
1
1
1
2
1
2
10
2
7
2
2
2
2
2
2
2
1
2
12
9
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
9
2
2
2
3
3
3
3
3
2
3
3
3
3
3
3
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
1
4
4
4
4
4
4
4
4
4
3
4
4
4
4
4
4
4
4
4
4
4
10
4
4
4
4
4
4
4
4
4
4
8
5
5
5
5
5
5
5
4
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
6
6
6
6
6
6
6
6
6
5
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
7
5
7
7
6
7
7
7
7
7
7
7
7
7
7
7
7
4
7
7
7
7
7
7
7
8
8
8
8
7
6
8
8
8
8
8
10
8
8
7
8
8
8
8
8
6
8
8
8
8
8
9
8
9
9
9
9
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
10
9
9
9
9
9
9
10
10
10
1
9
10
7
10
10
10
10
10
10
10
10
10
10
10
10
5
10
10
10
10
10
10
10
10
11
10
10
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
12
12
12
12
12
12
11
12
12
12
12
12
6
1
1
1
1
7
1
1
1
1
1
1
1
1
12
12
1
1
2
2
2
2
1
2
2
2
2
2
1
2
2
2
2
3
3
3
3
3
3
3
3
12
10
3
4
3
4
3
3
4
4
4
4
4
4
4
4
3
4
4
4
4
4
4
4
4
4
5
4
5
5
5
5
5
5
5
5
5
5
2
9
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
6
6
6
6
6
5
6
6
6
6
6
6
6
6
6
6
